date;temperaturemin;temperaturemax;precipitation;snowfall;snowdepth;avgwindspeed;fastest2minwinddir;fastest2minwindspeed;fastest5secwinddir;fastest5secwindspeed;fog;fogheavy;mist;rain;fogground;ice;glaze;drizzle;snow;freezingrain;smokehaze;thunder;highwind;hail;blowingsnow;dust;freezingfog
20/08/2011;69.1;89.1;0.0;0.0;0.0;4.25;120;10.07;110;14.09;Yes;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
26/08/2011;73.9;89.1;0.0;0.0;0.0;8.72;50;25.05;50;31.99;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
30/08/2011;66.0;82.0;0.0;0.0;0.0;6.93;80;14.09;90;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
02/09/2011;66.9;86.0;0.04;0.0;0.0;4.25;50;12.97;50;14.09;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
04/09/2011;69.1;88.0;0.0;0.0;0.0;7.83;190;14.09;190;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
07/09/2011;69.1;82.9;0.0;0.0;0.0;3.8;180;14.99;230;21.03;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
08/09/2011;63.0;84.0;0.0;0.0;0.0;1.34;240;8.05;270;10.07;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
09/09/2011;63.0;84.9;0.0;0.0;0.0;3.8;170;12.08;170;16.11;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
13/09/2011;63.0;88.0;0.0;0.0;0.0;2.68;210;8.05;220;12.08;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
15/09/2011;57.9;89.1;1.31;0.0;0.0;8.95;30;21.03;30;31.09;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
02/10/2011;45.0;62.1;0.0;0.0;0.0;5.37;290;16.11;270;25.05;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
04/10/2011;44.1;72.0;0.0;0.0;0.0;2.24;30;12.97;30;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
05/10/2011;48.9;77.0;0.0;0.0;0.0;1.12;360;8.05;360;12.08;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
07/10/2011;45.0;73.9;0.0;0.0;0.0;3.36;50;14.99;50;17.9;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No
21/10/2011;41.0;66.0;0.0;0.0;0.0;2.24;260;12.08;260;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
07/11/2011;37.9;71.1;0.0;0.0;0.0;0.89;240;8.05;240;12.08;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
12/11/2011;32.0;64.9;0.0;0.0;0.0;6.26;230;16.11;210;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
18/11/2011;27.0;51.1;0.0;0.0;0.0;1.57;40;10.07;20;16.11;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
25/11/2011;35.1;70.0;0.0;0.0;0.0;3.58;210;12.08;220;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
28/11/2011;60.1;71.1;0.02;0.0;0.0;8.72;130;17.9;130;25.95;Yes;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
07/12/2011;44.1;70.0;0.54;0.0;0.0;13.42;250;29.08;240;40.94;Yes;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
09/12/2011;32.0;55.0;0.0;0.0;0.0;1.12;130;6.93;90;8.05;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
13/12/2011;30.9;63.0;0.0;0.0;0.0;0.22;20;6.04;130;8.05;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
24/12/2011;36.0;52.0;0.0;0.0;0.0;1.12;30;12.08;30;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
18/01/2012;36.0;57.0;0.11;0.0;0.0;6.93;220;23.94;220;29.97;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
30/01/2012;28.0;60.1;0.0;0.0;0.0;4.25;230;14.09;240;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
03/02/2012;34.0;57.9;0.0;0.0;0.0;3.36;50;12.08;40;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
12/02/2012;21.0;42.1;0.0;0.0;0.0;7.61;310;19.91;320;31.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
16/02/2012;42.1;57.9;0.25;0.0;0.0;4.47;160;16.11;130;23.04;Yes;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
03/03/2012;51.1;64.9;0.73;0.0;0.0;5.82;230;31.09;210;36.91;No;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
05/03/2012;32.0;52.0;0.0;0.0;0.0;10.07;300;23.94;310;36.91;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
23/03/2012;60.1;82.9;0.03;0.0;0.0;6.26;230;16.11;240;23.04;Yes;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
24/03/2012;55.9;71.1;0.66;0.0;0.0;4.7;90;14.09;290;21.03;No;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
28/03/2012;44.1;78.1;0.0;0.0;0.0;13.87;220;25.95;220;31.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
30/03/2012;48.9;77.0;0.0;0.0;0.0;6.49;220;17.9;220;23.94;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
02/04/2012;48.9;73.0;0.0;0.0;0.0;7.83;40;19.91;40;25.95;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
10/04/2012;46.0;73.9;0.0;0.0;0.0;7.16;240;25.05;230;36.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
16/04/2012;60.1;84.0;0.0;0.0;0.0;11.41;230;23.04;230;29.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
18/04/2012;55.0;69.1;0.31;0.0;0.0;7.83;80;17.9;100;23.94;No;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
04/05/2012;62.1;90.0;0.0;0.0;0.0;5.37;230;14.99;230;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
09/05/2012;57.9;77.0;0.51;0.0;0.0;3.8;310;19.91;300;33.11;No;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
12/05/2012;46.9;77.0;0.0;0.0;0.0;3.8;150;10.07;200;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
15/05/2012;64.9;82.9;0.15;0.0;0.0;4.25;170;23.94;170;31.09;No;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
16/05/2012;66.0;82.9;0.01;0.0;0.0;2.91;200;12.08;230;14.99;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
17/05/2012;61.0;81.0;0.0;0.0;0.0;6.71;50;16.11;50;23.04;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
01/06/2012;64.9;88.0;1.19;0.0;0.0;7.83;220;23.04;220;31.99;No;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No
02/06/2012;55.9;75.9;0.0;0.0;0.0;3.13;300;12.08;330;17.9;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
17/06/2012;54.0;81.0;0.0;0.0;0.0;3.13;120;10.07;20;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
18/06/2012;63.0;86.0;0.0;0.0;0.0;6.26;190;12.97;190;16.11;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
18/08/2007;66.9;90.0;0.0;0.0;0.0;6.49;50;17.0;50;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
24/08/2007;73.9;99.0;0.0;0.0;0.0;7.38;220;14.09;220;16.11;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
27/08/2007;71.1;90.0;0.0;0.0;0.0;5.82;50;12.97;50;16.11;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
28/08/2007;71.1;93.9;0.0;0.0;0.0;5.82;60;12.97;10;19.91;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
07/09/2007;69.1;93.0;0.0;0.0;0.0;5.14;110;14.09;100;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
16/09/2007;53.1;75.0;0.0;0.0;0.0;8.05;40;17.0;40;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
08/10/2007;64.9;93.0;0.0;0.0;0.0;1.79;180;8.05;170;12.97;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No
13/10/2007;43.0;75.0;0.0;0.0;0.0;2.01;260;12.08;260;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
15/10/2007;48.0;80.1;0.0;0.0;0.0;3.13;140;10.07;140;17.0;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No
16/10/2007;51.1;79.0;0.0;0.0;0.0;2.01;140;8.95;160;12.97;Yes;No;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No
17/10/2007;54.0;84.0;0.0;0.0;0.0;3.36;90;8.95;100;12.08;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
20/10/2007;50.0;80.1;0.0;0.0;0.0;4.7;270;17.0;270;21.92;Yes;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No
01/11/2007;53.1;78.1;0.0;0.0;0.0;4.47;40;19.91;50;25.95;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
12/11/2007;37.0;66.0;0.04;0.0;0.0;7.16;240;16.11;220;17.9;Yes;No;Yes;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No
17/11/2007;28.0;60.1;0.0;0.0;0.0;4.25;230;17.0;210;23.04;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
20/11/2007;45.0;66.0;0.0;0.0;0.0;3.36;230;12.08;240;14.09;Yes;Yes;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
06/12/2007;26.1;45.0;0.0;0.0;0.0;7.61;20;19.91;350;27.96;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
09/12/2007;48.9;72.0;0.0;0.0;0.0;5.14;120;12.08;110;14.99;Yes;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No
14/12/2007;46.0;66.9;0.0;0.0;0.0;3.58;70;8.05;350;12.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
29/12/2007;55.0;71.1;0.13;0.0;0.0;10.74;190;27.96;190;38.03;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
30/12/2007;46.9;57.9;1.92;0.0;0.0;5.59;90;14.09;20;17.9;Yes;No;No;Yes;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No
31/12/2007;36.0;57.0;0.0;0.0;0.0;3.58;140;12.08;360;16.11;Yes;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No
04/01/2008;17.1;45.0;0.0;0.0;0.0;6.04;220;16.11;240;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
05/01/2008;25.0;55.0;0.0;0.0;0.0;8.5;220;17.9;220;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
30/01/2008;30.9;57.0;0.13;0.0;0.0;9.84;220;25.05;200;31.09;Yes;No;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No
13/02/2008;34.0;55.9;0.92;0.0;0.0;4.92;300;14.99;310;23.04;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No
03/03/2008;39.0;73.9;0.0;0.0;0.0;10.29;220;25.95;220;31.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
06/03/2008;37.9;66.9;0.0;0.0;0.0;4.92;100;12.97;90;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
11/05/2008;51.1;66.9;0.94;0.0;0.0;8.5;250;21.92;150;29.08;Yes;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No
02/09/2016;64.0;75.0;1.13;0.0;0.0;11.41;40;23.94;30;35.12;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
07/09/2016;66.9;93.9;0.0;0.0;0.0;4.47;240;12.97;250;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
21/09/2016;70.0;75.0;0.49;0.0;0.0;10.74;40;18.12;40;27.07;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
22/09/2016;71.1;82.9;0.23;0.0;0.0;6.93;60;14.99;60;19.91;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
27/09/2016;66.9;80.1;0.0;0.0;0.0;3.58;220;14.09;230;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
03/10/2016;62.1;79.0;0.0;0.0;0.0;3.13;40;8.95;40;12.08;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
04/10/2016;62.1;75.9;0.0;0.0;0.0;8.5;30;17.0;20;19.91;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
05/10/2016;60.1;72.0;0.0;0.0;0.0;10.29;40;17.0;30;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
14/10/2016;53.1;70.0;0.0;0.0;0.0;5.82;50;14.09;40;18.12;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
10/11/2016;37.0;64.9;0.0;0.0;0.0;3.36;30;12.97;40;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
11/11/2016;36.0;70.0;0.0;0.0;0.0;4.7;300;12.97;270;19.01;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
13/11/2016;24.3;64.0;0.06;0.0;0.0;1.57;90;6.93;190;10.96;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
24/11/2016;46.9;72.0;0.06;0.0;0.0;1.57;230;12.08;230;14.99;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
28/11/2016;31.1;59.0;0.0;0.0;0.0;5.37;160;19.91;160;27.96;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
30/11/2016;64.9;77.0;0.07;0.0;0.0;12.97;240;27.96;240;33.11;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
09/12/2016;27.1;41.0;0.0;0.0;0.0;3.8;10;14.09;20;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
02/01/2017;46.9;51.1;1.08;0.0;0.0;5.59;30;10.07;30;14.09;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
14/01/2017;42.1;55.0;0.0;0.0;0.0;6.71;50;17.0;70;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
22/01/2017;53.1;55.9;0.09;0.0;0.0;5.82;80;23.04;80;25.95;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
26/01/2017;43.0;70.0;0.06;0.0;0.0;13.42;280;23.94;320;38.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
04/02/2017;26.2;45.0;0.0;0.0;0.0;4.7;40;14.09;30;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
06/03/2017;34.0;64.9;0.0;0.0;0.0;6.71;220;17.0;220;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
14/03/2017;30.2;54.0;0.25;0.0;0.0;10.51;290;23.04;270;40.94;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
18/03/2017;44.1;64.0;0.5;0.0;0.0;7.83;300;23.94;300;35.12;Yes;No;No;No;No;No;No;No;No;No;Yes;Yes;No;Yes;No;No;No
19/03/2017;36.0;57.0;0.0;0.0;0.0;7.16;30;21.03;40;29.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
23/03/2017;31.1;55.9;0.0;0.0;0.0;7.38;50;14.09;50;18.12;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
30/03/2017;55.0;66.9;0.0;0.0;0.0;8.95;160;16.11;170;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
11/04/2017;55.0;82.0;0.0;0.0;0.0;10.51;230;21.03;240;25.05;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
28/05/2017;66.9;86.0;0.08;0.0;0.0;6.71;270;17.0;240;25.05;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
29/05/2017;64.0;87.1;0.08;0.0;0.0;3.13;270;12.08;280;17.0;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
30/05/2017;68.0;82.0;0.06;0.0;0.0;4.03;220;12.08;220;14.99;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
01/06/2017;62.1;84.9;0.0;0.0;0.0;1.57;280;10.07;270;14.99;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
07/06/2017;59.0;77.0;0.0;0.0;0.0;10.29;90;18.12;100;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
13/07/2017;78.1;97.0;0.0;0.0;0.0;8.5;220;17.0;280;23.94;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
19/07/2017;66.9;93.9;0.0;0.0;0.0;2.68;70;12.08;30;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
26/07/2017;72.0;90.0;0.0;0.0;0.0;5.82;100;16.11;90;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
27/07/2017;72.0;93.9;0.02;0.0;0.0;7.61;230;16.11;230;21.92;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
02/08/2017;66.0;91.0;0.0;0.0;0.0;3.36;50;8.95;220;12.08;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
05/08/2017;68.0;91.9;0.0;0.0;0.0;6.49;240;14.99;270;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
06/08/2017;64.9;90.0;0.0;0.0;0.0;7.61;110;14.99;100;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
09/08/2017;66.9;84.0;0.0;0.0;0.0;6.71;80;16.11;100;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
20/08/2017;71.1;95.0;0.0;0.0;0.0;3.58;70;12.97;100;21.92;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
22/08/2017;73.9;96.1;0.0;0.0;0.0;7.61;220;16.11;220;21.92;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
27/08/2017;63.0;81.0;0.0;0.0;0.0;9.17;80;17.0;80;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
06/09/2017;61.0;82.0;0.52;0.0;0.0;4.92;310;16.11;310;21.92;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
15/09/2017;63.0;84.9;0.0;0.0;0.0;1.79;40;8.05;20;10.96;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
28/09/2017;63.0;93.9;0.0;0.0;0.0;3.13;50;17.0;50;25.95;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
01/10/2017;48.0;71.1;0.0;0.0;0.0;7.16;60;16.11;60;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
11/10/2017;73.0;89.1;1.12;0.0;0.0;8.05;100;21.92;90;29.08;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
16/10/2017;51.1;69.1;0.25;0.0;0.0;5.82;40;12.08;330;19.01;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
18/10/2017;37.0;68.0;0.0;0.0;0.0;2.68;40;12.08;80;14.99;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
24/10/2017;52.0;72.0;0.0;0.0;0.0;6.49;230;16.11;240;21.03;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
07/11/2017;44.1;63.0;0.1;0.0;0.0;6.49;30;16.11;30;23.04;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
13/11/2017;42.1;60.1;0.64;0.0;0.0;4.25;360;12.08;340;17.0;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
25/11/2017;29.1;66.9;0.0;0.0;0.0;4.92;230;14.99;230;19.01;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
08/12/2017;32.0;48.9;1.33;0.31;0.0;5.82;30;12.97;20;18.12;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No
09/12/2017;32.0;34.0;0.3;0.0;0.0;5.82;270;12.08;10;17.0;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No
25/12/2017;30.2;46.9;0.0;0.0;0.0;7.61;300;19.91;290;34.0;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
26/12/2017;27.1;43.0;0.0;0.0;0.0;2.24;10;8.95;60;14.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
27/12/2017;27.1;45.0;0.0;0.0;0.0;4.7;20;12.08;360;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
30/12/2017;27.1;52.0;0.0;0.0;0.0;4.92;230;16.11;220;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
05/01/2018;12.2;31.1;0.0;0.0;0.0;5.59;280;17.0;280;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
06/01/2018;12.2;27.1;0.0;0.0;0.0;4.03;320;12.97;290;19.01;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
09/01/2018;29.1;63.0;0.0;0.0;0.0;2.68;120;8.95;120;12.97;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
14/01/2018;21.2;33.1;0.0;0.0;0.0;8.72;50;18.12;30;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
25/01/2018;26.2;48.9;0.0;0.0;0.0;3.13;350;12.97;10;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
28/01/2018;52.0;60.1;1.3;0.0;0.0;5.14;40;12.97;20;19.01;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
31/01/2018;19.2;46.9;0.0;0.0;0.0;5.82;200;14.99;200;21.92;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
01/09/2016;71.1;93.9;0.01;0.0;0.0;4.7;230;14.99;230;19.91;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
12/09/2016;69.1;88.0;0.0;0.0;0.0;6.71;90;14.99;100;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
13/09/2016;64.0;91.0;0.0;0.0;0.0;4.03;190;10.07;170;14.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
16/09/2016;68.0;82.9;0.0;0.0;0.0;8.5;80;14.99;110;21.03;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
30/09/2016;71.1;82.9;0.14;0.0;0.0;7.61;130;17.0;150;21.92;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
02/10/2016;62.1;79.0;0.0;0.0;0.0;2.68;340;10.07;330;14.09;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
21/12/2016;27.1;59.0;0.0;0.0;0.0;2.24;280;8.95;140;12.97;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
29/12/2016;39.0;63.0;0.35;0.0;0.0;7.83;290;21.92;320;36.91;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
05/01/2017;29.1;44.1;0.0;0.0;0.0;2.01;40;12.08;40;16.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
15/01/2017;39.9;57.0;0.02;0.0;0.0;5.82;70;16.11;50;21.03;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
31/01/2017;31.1;68.0;0.0;0.0;0.0;12.75;230;25.95;240;33.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
09/02/2017;32.0;60.1;0.11;0.0;0.0;10.96;310;23.94;330;40.04;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
14/02/2017;30.2;64.0;0.0;0.0;0.0;4.7;210;17.0;230;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
17/02/2017;34.0;66.0;0.0;0.0;0.0;6.71;220;19.91;230;25.05;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
21/02/2017;44.1;66.0;0.0;0.0;0.0;5.82;130;12.97;140;17.0;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
03/03/2017;31.1;54.0;0.0;0.0;0.0;6.71;280;21.03;300;33.11;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
17/03/2017;23.2;57.9;0.03;0.0;0.0;4.92;230;16.11;230;19.91;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
20/03/2017;30.2;66.0;0.0;0.0;0.0;3.58;240;12.97;230;17.0;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
09/04/2017;37.9;77.0;0.0;0.0;0.0;4.47;230;14.09;240;19.91;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
17/04/2017;62.1;86.0;0.05;0.0;0.0;9.84;310;19.91;300;31.99;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
25/04/2017;57.9;70.0;2.17;0.0;0.0;6.93;40;12.97;20;16.11;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
26/04/2017;55.9;81.0;0.0;0.0;0.0;5.37;230;16.11;220;23.04;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
01/05/2017;68.0;84.9;0.29;0.0;0.0;15.66;200;27.96;200;42.05;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
06/05/2017;53.1;66.9;0.02;0.0;0.0;10.96;280;21.92;270;31.09;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
11/05/2017;61.0;84.0;0.48;0.0;0.0;4.92;20;23.94;20;44.96;Yes;No;No;No;No;No;No;No;No;No;Yes;Yes;No;No;No;No;No
13/05/2017;52.0;66.0;0.23;0.0;0.0;4.47;40;10.07;340;12.97;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
18/05/2017;66.0;86.0;0.0;0.0;0.0;10.96;230;18.12;240;23.94;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
19/05/2017;68.0;89.1;0.0;0.0;0.0;8.05;280;19.91;290;31.09;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No
20/05/2017;66.9;90.0;0.0;0.0;0.0;7.38;80;21.92;70;27.07;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No
